Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,Train Time
CNN,NSL-KDD,0.7830464868701207,0.9696073793755913,0.6388997116808228,0.7702569402038612,0.9517674403604786,282.4219183921814
