Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,Train Time
Deep Learning MLP,NSL-KDD,0.763972675656494,0.972809667673716,0.6021974596742773,0.7438995042595178,0.9564372413718837,40.721057176589966
